OBJECTID,IDESTACION,FECHAACTUAL,MODO,CODIGOESTACION,DENOMINACION,OBSERVACIONES,SITUACION,CODIGOCTMESTACIONREDMETRO,CODIGOEMPRESA,DENOMINACIONABREVIADA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,TIPO,CODIGOPROVINCIA,CODIGOMUNICIPIO,CODIGOENTIDAD,CODIGONUCLEO,CODIGOVIA,TIPOVIA,PARTICULA,NOMBREVIA,TIPONUMERO,NUMEROPORTAL,CALIFICADORPORTAL,CARRETERA,CODIGOPOSTAL,DISTRITO,SECCIONCENSAL,BARRIO,TESELA,SECTORURBANO,SECTOR,CORREDOR,CORONATARIFARIA,CORONA123,ZONATRANSPORTE,ENCUESTADOMICILIARIA,ENCUESTAAFOROS,HOJA25000,ACONDICIONAMIENTOVIAJEROS,ACONDICIONAMIENTOVEHICULOS,FECHAALTA,FECHAINICIO,FECHAFIN,X,Y,GRADOACCESIBILIDAD,SITUACIONCALLE,DENOMINACION_SAE,INTERURBANOS_CODIGOEMT_CRTM,INTERURBANOS_CODIGOEMT_EMPRESA,LINEAS
3000,6_3174,20190912,6,3174,PADRE DAMIAN-PEDRO MUGURUZA,Frente al nº 41,S,,104,"Padre Damián, 52",,,U,28,079,07901,0790101,04486,Calle,del,Padre Damián,SN,SN,,,28036,05,001,051,,,1,1,A,1,079-05-089,89,,,2,3,20010709,19861001,,442018,4479393,T,,,,,150
3001,6_1123,20190912,6,1123,JORGE JUAN-PRINCIPE DE VERGARA,,S,,2226,"Jorge Juán, 56",93,301,U,28,079,07901,,03091,Calle,de,Jorge Juan,N,54,,,28001,04,15,2,,,,1,A,1,079-04-075,75,,,2,3,20010709,19861001,,442435,4475196,T,,,,,29
3002,6_1124,20190912,6,1124,GOYA-DR.ESQUERDO,,S,,1254,"Goya, 114",,,U,28,079,07901,,02608,Calle,de,Goya,N,116,,,28009,04,38,2,,,1,1,A,1,079-04-076,76,,,2,3,20010709,19861001,,443300,4475284,T,,,,,30
3003,6_1126,20190912,6,1126,DR.ESQUERDO-SAMARIA,,S,,4714,"Doctor Esquerdo, 78",93,324,U,28,079,07901,,01736,Calle,del,Doctor Esquerdo,N,72,,,28009,03,001,031,,,,3,A,1,079-03-056,56,,,2,3,20010709,19861001,,443278,4474053,T,,,,,"30, 56, 143, 156, N8"
3004,6_1127,20190912,6,1127,Cº VINATEROS-ARROYO MEDIA LEGUA,,S,,1260,"Cº de Vinateros, 38",,,U,28,079,07901,,07514,Calle,del,Camino de los Vinateros,N,38,,,28030,14,039,144,,,4,3,A,2,079-14-379,379,,,2,3,20010709,19861001,,444433,4473740,T,,,,,"30, 32, N8"
3005,6_1129,20190912,6,1129,ENTREARROYOS,,S,,1264,"Entrearroyos, 84",,,U,28,079,07901,,01985,Calle,de,Entre Arroyos,N,84,,,28030,14,035,144,T07910096,,,3,A,1,079-14-380,380,,559-4,2,3,20010709,19861001,,444530,4473477,T,,,,,"30, 32, N8"
3006,6_101,20190912,6,101,BRAVO MURILLO-ALMANSA,,S,,1600,"Bravo Murillo, 119",93,136,U,28,079,07901,0790101,99999,Calle,de,Bravo Murillo,N,117,,,28020,06,021,061,T0795299,0790101270,,6,A,1,079-06-117,117,,559-1,2,3,20010709,19861001,,440425,4478037,T,,,,,"3, 64, 66, 124, 128, N23"
3007,6_1656,20190912,6,1656,CAPITAN BLANCO ARGIBAY-MULLER,,S,,1535,"Capitán Blanco Argibay, 37",,,U,28,079,07901,0790101,01062,Calle,del,Capitán Blanco Argibay,N,31,,,28029,06,106,065,T0793334,0790101123,1,6,A,1,079-06-108,108,,559-1,2,3,20010709,19861001,,440880,4479846,T,,,,,"49, N22"
3008,6_6,20190912,6,6,CARTAGENA-AZCONA,,S,,2307,Pza. de San Cayetano con C/ Azcona,,,U,28,079,07901,,40961,Plaza,de,San Cayetano,N,1,,,28028,04,,,,,1,1,A,1,079-04-073,73,,,2,3,20010709,19861001,,443241,4476360,T,,,,,1
3009,6_7,20190912,6,7,AV.LOS TOREROS-FCO.SILVELA,,S,,725,"Av. de los Toreros, 5",,,U,28,079,07901,,06063,Avda,de los,Toreros,N,5,,,28028,04,,,,,1,1,A,1,079-04-073,73,,,2,3,20010709,19861001,,443200,4476123,T,,,,,"1, 74"
3010,6_8,20190912,6,8,J.ORTEGA Y GASSET-FCO.SILVELA,,S,,728,"José Ortega y Gasset, 87",,,U,28,079,07901,,03166,Calle,de,José Ortega y Gasset,N,87,,,28006,04,104,5,,,1,1,A,1,079-04-072,72,,,2,3,20010709,19861001,,443164,4475886,T,,,,,"1, 74"
3011,6_10,20190912,6,10,J.ORTEGA Y GASSET-PZA.MQUES.SALAMANCA,,S,,732,"José Ortega y Gasset, 33",93,283,U,28,079,07901,,03166,Calle,de,José Ortega y Gasset,N,35,,,28006,04,114,6,T0797401,,,1,A,1,079-04-066,66,,,2,3,20010709,19861001,,442380,4475940,T,,,,,"1, 74"
3012,6_13,20190912,6,13,SERRANO-GOYA,,S,,451,"Serrano, 21",93,344,U,28,079,07901,0790101,05757,Calle,de,Serrano,N,17,,,28001,04,5,1,,0790101A01,,1,A,1,079-04-070,70,,,2,3,20010709,19861001,,441756,4475447,T,,,,,"1, 9, 19, 51, 74, N4"
3013,6_3440,20190912,6,3440,GRAL.YAGUE-ORENSE,,S,,3239,"General Yagüe, 15",,,U,28,079,07901,0790101,02536,Calle,del,General Yagüe,N,15,,,28020,06,049,062,T0794444,0790101262,1,6,A,1,079-06-116,116,,559-1,2,3,20010709,19861001,,441173,4478845,T,,,,,126
3014,6_95,20190912,6,95,PZA.DE SAN AMARO,,S,,1855,"Av. Presidente Carmona, 12",,,U,28,079,07901,0790101,05358,Plaza,de,San Amaro,N,9,,,28020,06,051,062,T0794584,0790101262,1,6,A,1,079-06-116,116,,559-1,2,3,20010709,19861001,,441013,4478697,T,,,,,3
3015,6_17,20190912,6,17,ALCALA-BARQUILLO,,S,,5135,"Alcalá, 45",92,345,U,28,079,07901,0790101,03097,Calle, ,Gran Vía,N,2,,,28004,01,74,4,,0790101A01,,5,A,1,079-01-009,9,,,2,3,20010709,19861001,,440985,4474708,T,,,,,"1, 2, 74, 146"
3016,6_20,20190912,6,20,GRAN VIA-PZA.ESPAÑA,,S,,170,"Gran Vía, 70",92,64,U,28,079,07901,0790101,03097,Calle, ,Gran Vía,N,74,,,28013,01,112,5,T0798412,0790101A01,,5,A,1,079-01-007,7,,,2,3,20010709,19861001,,439882,4475151,T,,,,,"1, 2, 3, 44, 46, 74, 75, 133, 148, N16, N18, N19, N20, N21"
3017,6_22,20190912,6,22,PRINCESA Nº 32,,S,,734,"Princesa, 32",93,369,U,28,079,07901,,04939,Calle,de la,Princesa,N,34,,,28008,01,107,5,T0797503,,,5,A,1,079-01-001,1,,,2,3,20010709,19861001,,439504,4475756,T,,,,,"1, 44, 133, C1"
3018,6_24,20190912,6,24,PRINCESA-HILARION ESLAVA,,S,,738,"Princesa, 72",92,68,U,28,079,07901,,04939,Calle,de la,Princesa,N,74,,,28008,07,7,1,,,,6,A,1,079-07-136,136,,,2,3,20010709,19861001,,439270,4476190,T,,,,,"1, 44, 133, C1, N21"
3019,6_144,20190912,6,144,GRAL.PERON-COMANDANTE ZORITA,,S,,1861,"Av. General Perón, 8",,,U,28,079,07901,0790101,02518,Avda,del,General Perón,N,4,,,28020,06,041,062,T0794843,0790101268,1,6,A,1,079-06-115,115,,559-1,2,3,20010709,19861001,,440852,4478420,T,,,,,"3, 43"
3020,6_31,20190912,6,31,PRINCESA Nº 29,,S,,193,"Princesa, 29",93,369,U,28,079,07901,,04939,Calle,de la,Princesa,N,31,,,28008,09,16,2,,,,6,A,2,079-09-231,231,,,2,3,20010709,19861001,,439499,4475717,T,,,,,"1, 2, 44, 133, C2"
3021,6_219,20190912,6,219,ORENSE-PALACIO DE CONGRESOS,,S,,1908,"Orense, 35",,,U,28,079,07901,0790101,04436,Calle,de,Orense,N,37,,,28020,06,045,062,T0794688,0790101262,1,6,A,1,079-06-116,116,,559-1,2,3,20010709,19861001,,441177,4478535,T,,,,,"5, 149"
3022,6_36,20190912,6,36,GRAN VIA-ALCALA,,S,,164,"Gran Vía, 1 con C/ Alcalá",92,345,U,28,079,07901,0790101,03097,Calle, ,Gran Vía,N,3,,,28013,01,72,3,,0790101A01,,5,A,1,079-01-015,15,,,2,3,20010709,19861001,,440956,4474695,T,,,,,"1, 2, 46, 74, 146, M2"
3023,6_3154,20190912,6,3154,CAPITAN HAYA-PEDRO TEIXEIRA,,S,,3382,"Capitán Haya, 6",92,342,U,28,079,07901,0790101,01067,Calle,del,Capitán Haya,N,6,,,28020,06,046,062,T0794594,0790101262,,6,A,1,079-06-116,116,,559-1,2,3,20010709,19861001,,441403,4478623,T,,,,,149
3024,6_5330,20190912,6,5330,ESTACION CERCANIAS VILLAVERDE ALTO,,S,,3899,,91,82,U,28,079,07901,0790101,01795,Calle,de,Domingo Párraga,N,30,,,28021,17,007,171,T07915980,0790101A01,3,4,A,2,079-17-484,484,,,2,3,20051018,20051130,,439711,4466136,T,,,,,"22, T41"
3025,6_3955,20190912,6,3955,CONCEJAL FCO.J.JIMENEZ-BARBERAN Y COLLAR,Con Calle de Sepúlveda,S,,5187,Concejal Fco. José Jiménez Martín S/N,,,U,28,079,07901,0790101,45328,Calle,del,Concejal Francisco José Jiménez Martín,SN,SN,,,28047,10,060,103,T07910794,0790101A01,3,5,A,2,079-10-261,261,,,2,3,20030101,20030101,,436081,4472637,T,,,,,55
3026,6_3964,20190912,6,3964,COMERCIO Nº 2,,S,,5160,"Comercio, 2",93,272,U,28,079,07901,0790101,01418,Calle,del,Comercio,N,2,,,28007,03,001,031,T07910905,0790101A01,,3,A,1,079-03-060,60,,,2,3,20030101,20030101,,442305,4473032,T,,,,,"102, 152, N11, N13"
3027,6_3968,20190912,6,3968,AV.MENENDEZ PELAYO-O DONNELL,,S,,5231,"Av. Menéndez Pelayo, 7",93,301,U,28,079,07901,0790101,04020,Avda,de,Menéndez Pelayo,N,5,A,,28009,04,001,041,T0798598,0790101A01,,1,A,1,079-04-075,75,,,2,3,20030101,20030101,,442423,4475034,T,,,,,152
3028,6_3983,20190912,6,3983,AV.AMERICA-CARTAGENA,,S,,1282,"Av. de América, 31 esquina C/ Cartagena",93,167,U,28,079,07901,0790101,00312,Avda,de,América,N,31,,,28002,05,001,051,T0795932,0790101A01,,1,A,1,079-05-103,103,,,2,3,20030101,20030101,,443022,4476942,T,,,,,N4
3029,6_5299,20190912,6,5299,AV.DE LA PESETA-CORONA,Con Calle de las Once Vigas,S,,1169,,,,U,28,079,07901,0790101,C1566,Avda,de la,Peseta,N,86,,,28054,11,192,116,T07915608,,,4,A,1,079-11-310,310,,559-3,2,3,20050414,20050507,,436267,4468407,T,,,,,"35, 118, 155"
3030,6_5301,20190912,6,5301,MARAVEDI-AV.DE LA PESETA,AVD. DE LA PESETA,S,,1891,,,,U,28,079,07901,0790101,C0338,Calle,del,Maravedí,N,12,,,28054,11,192,116,T07915481,,,4,A,1,079-11-310,310,,559-3,2,3,20050414,20050507,,436608,4468532,T,,,,,155
3031,6_5315,20190912,6,5315,VALDETORRES DE JARAMA-TORREGROSA,,S,,2892,,,,U,28,079,07901,0790101,10584,Calle,de,Valdetorres de Jarama,N,1,,,28043,16,042,164,T0792431,0790101A01,4,1,A,2,079-16-449,449,,,2,3,20050711,20050506,,445157,4480588,T,,,,,"120, 125, 172, 172SF"
3032,6_5380,20190912,6,5380,COSTA BRAVA-MONASTERIO HUELGAS,,S,,3623,,93,480,U,28,079,07901,0790101,45945,Calle,de,Monasterio de Las Huelgas,N,5,,,28034,08,131,087,T079658,0790101A01,,7,A,1,079-08-160,160,,559-1,1,0,20051118,20051119,,440070,4483608,T,,,,,"134, 178, N23"
3033,6_5381,20190912,6,5381,COSTA BRAVA-MONASTERIO HUELGAS,,S,,3622,,93,480,U,28,079,07901,0790101,45945,Calle,de,Monasterio de Las Huelgas,N,5,,,28034,08,135,087,T079679,0790101A01,,7,A,1,079-08-160,160,,559-1,2,3,20051118,20051119,,440056,4483604,T,,,,,"134, 178, N23"
3034,6_5382,20190912,6,5382,MONASTERIO HUELGAS-MONASTERIO PAULAR,,S,,3634,,,,U,28,079,07901,0790101,45945,Calle,de,Monasterio de Las Huelgas,N,11,,,28049,08,131,087,T079593,,,7,A,1,079-08-157,157,,solape,2,3,20051118,20051119,,440211,4483886,T,,,,,"134, 178"
3035,6_5384,20190912,6,5384,MONASTERIO HUELGAS-MONASTERIO PAULAR,,S,,3635,,,,U,28,079,07901,0790101,45945,Calle,de,Monasterio de Las Huelgas,N,11,,,28049,08,131,087,T079538,,,7,A,1,079-08-157,157,,solape,2,3,20051118,20051119,,440187,4483881,T,,,,,"134, 178"
3036,6_5385,20190912,6,5385,AVDA. SANTUARIO DE VALVERDE,,S,,3625,,,,U,28,079,07901,0790101,45935,Avda,del,Santuario de Valverde,N,1,A,,28049,08,164,088,T079493,,,7,A,1,079-08-144,144,,534-3,2,3,20051118,20051119,,440035,4484149,T,,,,,"134, 178, N23"
3037,6_5393,20190912,6,5393,FTE.CARRANTONA-HACIENDA PAVONES,,S,,3026,,,,U,28,079,07901,0790101,02382,Calle,de la,Fuente Carrantona,N,7,,,28030,14,059,145,T07910877,0790101A01,4,3,A,2,079-14-390,390,,,2,3,20060214,20050721,,446098,4472635,T,,,,,"142, 144"
3038,6_5404,20190912,6,5404,CALLE DE FERNANDEZ CARO,,S,,3659,,,,U,28,079,07901,0790101,02181,Calle,de,Fernández Caro,N,16,,,28027,15,125,154,T0796253,0790101A01,4,1,A,2,079-15-409,409,,,2,3,20060313,20060211,,445209,4477240,T,,,,,21
3039,6_5405,20190912,6,5405,CALLE DE FERNANDEZ CARO,,S,,3660,,,,U,28,079,07901,0790101,02181,Calle,de,Fernández Caro,N,38,,,28027,15,128,154,T0796106,0790101A01,4,1,A,2,079-15-409,409,,,2,3,20060313,20060211,,445284,4477358,T,,,,,21
3040,6_5656,20190912,6,5656,EMILIO VARGAS-TORRELAGUNA,,S,,3911,,,,U,28,079,07901,0790101,01946,Calle,de,Emilio Vargas,N,1,,,28043,15,149,156,T0795479,0790101353,4,1,A,2,079-15-403,403,,559-2,1,3,20071022,20070630,,444495,4477827,T,,,,,122
3041,6_5657,20190912,6,5657,RAMIREZ DE ARELLANO-TORRELAGUNA,,S,,3909,,,,U,28,079,07901,0790101,05083,Calle,de,Ramírez de Arellano,N,21,,,28043,15,149,156,T0795474,,,1,A,1,079-15-403,403,,559-2,1,3,20071022,20070630,,444497,4477964,T,,,,,122
3042,6_3197,20190912,6,3197,ROQUETAS DE MAR-TIJOLA,,S,,3247,"Roquetas de Mar, 17",,,U,28,079,07901,,45091,Calle,de,Roquetas de Mar,N,23,,,28033,16,090,165,,,4,1,A,2,079-16-442,442,,,2,3,20010709,19861001,,444164,4481627,T,,,,,129
3043,6_2522,20190912,6,2522,IMAGEN-PTO.BALBARAN,,S,,1114,"Imagen, 36",,,U,28,079,07901,0790101,02857,Calle,de la,Imagen,N,36,,,28018,13,062,132,T07913289,,3,3,A,2,079-13-355,355,,,2,3,20010709,19861001,,443372,4470674,T,,,,,"103, 111, 144"
3044,6_2390,20190912,6,2390,Pº MOLINO-EMBAJADORES,,S,,5054,"Pº del Molino, 8",,,U,28,079,07901,,04119,Paseo,del,Molino,N,8,A,,28045,02,48,4,,,1,4,A,1,079-02-042,42,,,2,3,20010709,19861001,,441330,4471442,T,,,,,"62, 148, 156"
3045,6_2395,20190912,6,2395,MERCAMADRID-ZONA COMERCIAL Y PESCADO,Con Calle Eje 2-1,S,,4809,Eje Central Naves Pescado,,,U,28,079,07901,0790101,C0591,Calle,,Eje 2-7,SN,SN,,,28053,18,002,181,T07913562,,3,3,A,2,079-18-507,507,,,2,3,20010709,19861001,,443852,4468085,T,,,,,T32
3046,6_1926,20190912,6,1926,FCOS.RODRIGUEZ-MARGARITAS,,S,,1574,"Francos Rodríguez, 21",,,U,28,079,07901,,02349,Calle,de,Francos Rodríguez,N,25,,,28039,06,13,1,,,1,6,A,1,079-06-114,114,,,2,3,20010709,19861001,,440278,4478871,T,,,,,"64, 126, 128"
3047,6_1964,20190912,6,1964,MAURICIO LEGENDRE-VIEJAS,,S,,2657,Mauricio Legendre con C/ Viejas,,,U,28,079,07901,0790101,03972,Calle,de,Mauricio Legendre,N,14,,,28046,05,001,051,,,1,1,A,1,079-05-082,82,,,2,3,20010709,19861001,,442166,4481459,T,,,,,"66, SE704"
3048,6_3771,20190912,6,3771,AVDA.DE LOS ROSALES-MIGUEL SOLAS,,S,,4982,"Berrocal, 12",,,U,28,079,07901,0790101,08221,Avda,de,Los Rosales,N,116,,,28021,17,045,173,T07915980,,,4,A,1,079-17-483,483,,559-4,2,3,20030101,20030101,,442529,4467210,T,,,,,"85, 123, N12"
3049,6_3775,20190912,6,3775,AVDA.LOS ROSALES-MIGUEL SOLAS,,S,,4983,"Concepción de la Oliva, 13",,,U,28,079,07901,0790101,08221,Avda,de,Los Rosales,N,104,,,28021,17,045,173,T079916559,,,4,A,1,079-17-483,483,,559-4,2,3,20030101,20030101,,442513,4467279,T,,,,,"85, 123, N12"
3050,6_3776,20190912,6,3776,COPERNICO-LADERA ALMENDROS,,S,,5028,Copérnico S/N (frente a farola 3),,,U,28,079,07901,0790101,45423,Calle,de,Copérnico,N,4,,,28032,19,039,191,T07911796,,4,3,A,2,079-19-523,523,,,2,3,20030101,20030101,,447060,4472068,T,,,,,"8, 71"
3051,6_3777,20190912,6,3777,INDALECIO PRIETO-COPERNICO,,S,,5030,"Indalecio Prieto, 47 (farola 93)",,,U,28,079,07901,0790101,45424,Bulv,de,Indalecio Prieto,N,45,J,,28032,19,039,191,T07911796,,4,3,A,2,079-19-523,523,,,2,3,20030101,20030101,,447229,4472046,T,,,,,"8, 71"
3052,6_3824,20190912,6,3824,RIBERA DEL LOIRA Nº 52,,S,,4890,"Ribera del Loira, 52",,,U,28,079,07901,,45705,Calle,de la,Ribera del Loira,N,54,,,28043,21,029,215,T0793707,,,2,A,1,079-21-578,578,,559-2,2,3,20010709,19861001,,447582,4479357,T,,,,,104
3053,6_3838,20190912,6,3838,INDALECIO PRIETO-PZA.DAVILAS,,S,,5032,Indalecio Prieto con  de los Juglares,,,U,28,079,07901,0790101,45426,Calle,de los,Juglares,N,18,,,28032,19,033,191,T07910286,0790101A01,4,3,A,2,079-19-522,522,,,2,3,20030101,20030101,,447526,4472848,T,,,,,8
3054,6_3860,20190912,6,3860,SIMCA-CENSO,,S,,5012,Simca frente al Nº 18,93,286,U,28,079,07901,0790101,45890,Calle,a,Simca,N,18,A,,28041,12,015,121,T07915079,0790101A01,,4,A,2,079-12-333,333,,,2,3,20030101,20030101,,440179,4468886,T,,,,,60
3055,6_3863,20190912,6,3863,ALZOLA-RAFAELA YBARRA,,S,,5007,"Alzola, 131",,,U,28,079,07901,0790101,00280,Calle,de,Alzola,N,131,,,28041,12,005,121,T07915152,,3,4,A,2,079-12-332,332,,,2,3,20030101,20030101,,439604,4469075,T,,,,,60
3056,6_3864,20190912,6,3864,CERRO NEGRO-CALIFORNIA,,S,,4976,Cerro Negro frente a C/ California,,,U,28,079,07901,0790101,01321,Calle,del,Cerro Negro,N,12,C,,28007,03,025,032,T07911543,,,3,A,1,079-03-064,64,,559-4,2,3,20030101,20030101,,442997,4472115,T,,,,,"113, 148"
3057,6_3866,20190912,6,3866,AV.CONSEJO EUROPA-RIBERA DEL LOIRA,,S,,5022,AvConsejo de Europa-Gta.S.A.R. J.Borbón,,,U,28,079,07901,0790101,A0060,Via, ,Ferrocarril,N,6,,,28042,21,029,215,T0794006,,,2,A,1,079-21-579,579,,559-2,2,3,20030101,20030101,,447896,4479174,T,,,,,"104, 112, 122"
3058,6_5582,20190912,6,5582,AV.ENSANCHE VALLECAS-CAÑADA DEL SANTISIMO,,S,,3854,,93,257,U,28,079,07901,0790199,C0380,Avda,del,Ensanche de Vallecas,N,67,,,28051,18,056,181,T07915437,0790199999,,3,A,1,079-18-514,514,,559-4,2,3,20070207,20070205,,449203,4468546,T,,,,,142
3059,6_5583,20190912,6,5583,AV.ENSANCHE VALLECAS-CAÑADA DEL SANTISIMO,,S,,3853,,93,257,U,28,079,07901,0790199,C0381,Calle,de,Cañada del Santísimo,N,45,,,28031,18,025,181,T07915152,0790199999,,3,A,2,079-18-514,514,,559-4,2,3,20070207,20070205,,449175,4468493,T,,,,,"142, N9"
3060,6_5584,20190912,6,5584,AV.ENSANCHE VALLECAS-ANTONIO GADES,,S,,3855,,,,U,28,079,07901,0790101,C0380,Avda,del,Ensanche de Vallecas,N,96,,,28051,18,052,181,T07915626,0790101A01,,3,A,1,079-18-515,515,,559-4,2,3,20070207,20070205,,449424,4468328,T,,,,,142
3061,6_5589,20190912,6,5589,FRANCISCO PI Y MARGALL - ISABEL VALOIS,,S,,3606,,,,U,28,079,07901,0790101,45961,Avda,de,Francisco Pi y Margall,N,96,,,28050,16,091,166,T079937,,4,7,A,2,079-16-433,433,,,2,3,20070209,20051028,,444035,4482822,T,,,,,173
3062,6_5591,20190912,6,5591,FRANCISCO PI Y MARGALL-ISABEL VALOIS,,S,,3605,,,,U,28,079,07901,0790101,45961,Avda,de,Francisco Pi y Margall,N,81,,,28050,16,091,166,T079943,0790101A01,4,7,A,2,079-16-435,435,,,2,3,20070209,20051028,,443995,4482798,T,,,,,"173, N1"
3063,6_5594,20190912,6,5594,Pº DELICIAS-PZA.LEGAZPI,,S,,1171,,92,11,U,28,079,07901,0790101,01675,Paseo,de las,Delicias,N,139,,,28045,02,050,025,T07911825,0790101A01,1,4,A,1,079-02-041,41,,,2,3,20070212,20070203,,441144,4471713,T,,,,,19
3064,6_5571,20190912,6,5571,CTRA.CASTILLA-Cº CERRO DEL AGUILA,Con Ctra de Castilla,S,,3668,,,,U,28,079,07901,0790101,45001,Cmno,del,Cerro del Águila,SN,SN,,,28023,09,078,097,T0794307,0790101A01,5,6,A,2,079-09-203,203,,,2,3,20070117,20050119,,435339,4478363,T,,,,,160
3065,6_5091,20190912,6,5091,AVDA.MANOTERAS Nº12,,S,,5409,,,,U,28,079,07901,0790101,10535,Avda,de,Manoteras,N,12,,,28050,16,106,166,T079917401,,,7,A,1,079-16-436,436,,559-2,2,3,20031013,20031009,,443375,4482409,T,,,,,"174, N1"
3066,6_3971,20190912,6,3971,BAHIA DE PALMA-BAHIA DE SANTOÑA,,S,,5199,Bahía de Pollensa  con  Bahía de Ganado,,,U,28,079,07901,0790101,45680,Calle,de,Bahía de Pollensa,N,17,,,28042,21,027,215,T0793216,0790101232,4,2,A,2,079-21-580,580,,559-2,2,3,20030101,20030101,,449873,4479842,T,,,,,151
3067,6_5670,20190912,6,5670,Pº DE LA DIRECCION-GARDENIAS,,S,,4009,,,,U,28,079,07901,0790101,01712,Paseo,de la,Dirección,N,170,,,28039,06,103,065,T0793344,0790101123,1,6,A,1,079-06-105,105,,559-1,1,0,20071121,20071030,,440267,4479808,T,,,,,"11, 44"
3068,6_5114,20190912,6,5114,ANA DE AUSTRIA-PRINCESA EBOLI,,S,,5520,,,,U,28,079,07901,0790101,45967,Calle,de,Ana de Austria,N,31,D,,28050,16,091,166,T079956,0790101A01,4,7,A,2,079-16-433,433,,,2,3,20031217,20040101,,444240,4482875,T,,,,,173
3069,6_5118,20190912,6,5118,AVDA. DE LAS COMUNIDADES,,S,,5483,,,,U,28,079,07901,0790101,45834,Avda,de las,Comunidades,N,5,,,28032,19,001,191,T07911610,0790101A01,4,3,A,2,079-19-528,528,,,2,3,20040112,20040126,,447938,4472057,T,,,,,71
3070,6_5119,20190912,6,5119,AVDA. DE LAS COMUNIDADES,,S,,5484,,,,U,28,079,07901,0790101,45834,Avda,de las,Comunidades,SN,SN,,,28032,19,001,191,T07911610,0790101A01,4,3,A,2,079-19-528,528,,,2,3,20040112,20040126,,448131,4471995,T,,,,,71
3071,6_5120,20190912,6,5120,MINERVA-MOLINO VIEJO,,S,,5486,,,,U,28,079,07901,0790101,45025,Calle,de,Minerva,N,93,,,28032,19,042,191,T07911692,,,3,A,1,079-19-527,527,,559-4,2,3,20040112,20040126,,448667,4472119,T,,,,,71
3072,6_5296,20190912,6,5296,AVDA.DEL EURO-PEPION,CALLE ENRIQUE DE ORO,S,,2935,,,,U,28,079,07901,0790101,40235,Avda,del,Euro,N,6,,,28054,11,156,116,T07914359,,3,4,A,2,079-11-307,307,,,2,3,20050413,20050507,,437436,4469537,T,,,,,155
3073,6_5400,20190912,6,5400,"ARROYO FONTARRON, 301",,S,,846,,,,U,28,079,07901,0790101,00600,Calle,del,Arroyo Fontarrón,SN,SN,,,28030,14,054,145,T07911335,0790101A01,3,3,A,2,079-14-391,391,,,2,3,20060221,20060218,,445490,4472197,T,,,,,20
3074,6_5610,20190912,6,5610,VALCARLOS-TIERRA DE MELIDE,,S,,3871,,,,U,28,079,07901,0790101,45786,Calle,de,Valcarlos,N,44,,,28050,08,128,086,T079476,,2,7,A,2,079-08-152,152,,,2,3,20070305,20070303,,443913,4484332,T,,,,,N24
3075,6_5318,20190912,6,5318,PRINCESA-PZA.ESPAÑA,,S,,1750,,92,64,U,28,079,07901,,04939,Calle,de la,Princesa,N,2,,,28008,01,111,015,T0798271,,,5,A,1,079-01-007,7,,,2,3,20050906,20050611,,439726,4475340,T,,,,,"1, 2, 44, 62, 74, 133, C1, N21"
3076,6_1279,20190912,6,1279,Pº MUÑOZ GRANDES-ANTOLINA MERINO,,S,,1150,"Pº de Muñoz Grandes, 35",93,165,U,28,079,07901,,04232,Paseo,de,Muñoz Grandes,N,35,,,28025,11,088,114,T07913038,,,4,A,2,079-11-288,288,,,2,3,20010709,19861001,,437070,4471160,T,,,,,"35, N17"
3077,6_1287,20190912,6,1287,Pº. VIRGEN DEL PUERTO-RUY GONZALEZ,,S,,2316,,,,U,28,079,07901,0790101,06444,Paseo,de la,Virgen del Puerto,N,49,,,28005,02,003,021,T0799866,,,4,A,1,079-02-024,24,,559-3,2,3,20010709,19861001,,438924,4473576,T,,,,,"36, 50, 62"
3078,6_1292,20190912,6,1292,Pº EXTREMADURA-BATAN,Frente al nº 4,S,,884,"Pº de Extremadura, 244",,,U,28,079,07901,0790101,40860,Calle,de,Serafín de Asís,SN,SN,,,28011,10,069,103,T07910094,,3,5,A,2,079-10-260,260,,,2,3,20010709,19861001,,436324,4473218,T,,,,,"36, 65, N19"
3079,6_1302,20190912,6,1302,Pº EXTREMADURA-SAN JUAN DE LA MATA,Frente al nº 1,S,,887,Pº de Extremadura S/N,,,U,28,079,07901,0790101,02110,Paseo,de,Extremadura,SN,SN,,,28011,10,213,103,T07910498,,3,5,A,2,079-10-261,261,,,2,3,20010709,19861001,,435976,4473019,T,,,,,"36, N19"
3080,6_681,20190912,6,681,VELAZQUEZ-JOAQUIN COSTA,,S,,431,"Velázquez, 144",,,U,28,079,07901,,06266,Calle,de,Velázquez,N,144,,,28006,05,1,1,,,1,1,A,1,079-05-101,101,,,2,3,20010709,19861001,,442215,4477179,T,,,,,"16, 19, 51"
3081,6_688,20190912,6,688,AV.PIO XII-NUNCIATURA,,S,,119,"Av. Pío XII, 46",,,U,28,079,07901,,04833,Avda,de,Pío XII,N,46,,,28016,05,085,056,T0792913,,,1,A,1,079-05-088,88,,559-2,2,3,20010709,19861001,,443011,4480174,T,,,,,"16, 150"
3082,6_697,20190912,6,697,SERRANO-PZA.REP.ARGENTINA,,S,,443,"Serrano, 143",93,312,U,28,079,07901,,05757,Calle,de,Serrano,N,141,,,28006,05,2,1,,,,1,A,1,079-05-100,100,,,2,3,20010709,19861001,,441950,4477514,T,,,,,"16, 19, 51, N1"
